stool, solid excretory product evacuated from the bowels
virginia beach, the largest city in Virginia; long overshadowed by Norfolk but growing rapidly since 1970; with 28 miles of public beaches tourism is a major factor in the economy; site of three United States Navy bases
dhahran, an oil town in eastern Saudi Arabia on an inlet from the Persian Gulf; in June 1996 terrorists bombed an apartment complex in Dhahran killing 19 United States soldiers and wounding more than 300 people
blow, spend lavishly or wastefully on; "He blew a lot of money on his new home theater"
significant, important in effect or meaning; "a significant change in tax laws"; "a significant change in the Constitution"; "a significant contribution"; "significant details"; "statistically significant"
shiny lyonia, showy evergreen shrub of southeastern United States with shiny leaves and angled branches and clusters of pink to reddish flowers that resemble an umbel
genetics, the branch of biology that studies heredity and variation in organisms
ramses, any of 12 kings of ancient Egypt between 1315 and 1090 BC
ixodid, ticks having a hard shield on the back and mouth parts that project from the head
etching, making engraved or etched plates and printing designs from them
controlled substance, a drug or chemical substance whose possession and use are controlled by law
eagle, shoot in two strokes under par
electric cell, a device that delivers an electric current as the result of a chemical reaction
clove, aromatic flower bud of a clove tree; yields a spice
stick, a long implement (usually made of wood) that is shaped so that hockey or polo players can hit a puck or ball
antilles, a group of islands in the West Indies
salacity, the trait of behaving in an obscene manner
spadefoot toad, a burrowing toad of the northern hemisphere with a horny spade-like projection on each hind foot
corps, an army unit usually consisting of two or more divisions and their support
ringer, a person who is almost identical to another
temple, place of worship consisting of an edifice for the worship of a deity
acrobat, an athlete who performs acts requiring skill and agility and coordination
expansion, a function expressed as a sum or product of terms; "the expansion of (a+b)^2 is a^2 + 2ab + b^2"
elm tree, any of various trees of the genus Ulmus: important timber or shade trees
candlestick, a holder with sockets for candles
chicken roundworm, intestinal parasite of domestic fowl
red saunders, tree of India and East Indies yielding a hard fragrant timber prized for cabinetwork and dark red heartwood used as a dyewood
snap, a sudden breaking
worshipper, someone who admires too much to recognize faults
raving, declaiming wildly; "the raving of maniacs"
fraud, intentional deception resulting in injury to another person
citizenship, conduct as a citizen; "award for good citizenship"
invigorate, heighten or intensify; "These paintings exalt the imagination"
tabernaemontana, evergreen tropical trees and shrubs with milky sap
nyctimene, East Indian fruit bats
divination, successful conjecture by unusual insight or good luck
obscurantist, a person who is deliberately vague
division, an administrative unit in government or business
matrix operation, a mathematical operation involving matrices
hall of residence, a university dormitory
liquid unit, a unit of capacity for liquids (for measuring the volumes of liquids or their containers)
trust busting, (law) government activities seeking to dissolve corporate trusts and monopolies (especially under the United States antitrust laws)
confiscation, seizure by the government
thing, an artifact; "how does this thing work?"
prognostication, a statement made about the future
tib, a unit of information equal to 1024 gibibytes or 2^40 (1,099,511,627,776) bytes
ill humour, an angry and disagreeable mood
snore, breathe noisily during one's sleep; "she complained that her husband snores"
topology, the configuration of a communication network
sport, wear or display in an ostentatious or proud manner; "she was sporting a new hat"
paternalism, the attitude (of a person or a government) that subordinates should be controlled in a fatherly way for their own good
publishing house, a firm in the publishing business
enchanter's nightshade, any of several erect perennial rhizomatous herbs of the genus Circaea having white flowers that open at dawn; northern hemisphere
put through, pursue to a conclusion or bring to a successful issue; "Did he go through with the treatment?"; "He implemented a new economic plan"; "She followed up his recommendations with a written proposal"
top, covering for a hole (especially a hole in the top of a container); "he removed the top of the carton"; "he couldn't get the top off of the bottle"; "put the cover back on the kettle"
mismarry, marry an unsuitable partner
presumption, a kind of discourtesy in the form of an act of presuming; "his presumption was intolerable"
